analysis_id,original_filename,saved_filename,timestamp_utc,model_version,task,method,width,height,point_8_x,point_8_y,point_13_x,point_13_y,straight_length_px,straight_length_mm,pixels_per_mm,reviewer_status,overlay_path
243c2dcb-a1d7-49a8-a8ca-beb20fb8f1f0,TE14_zi134_18C_F_wing_3_250815_001.png,243c2dcb-a1d7-49a8-a8ca-beb20fb8f1f0.png,2026-04-21T11:40:33.246143+00:00,best.pt,wing_l3_straight,2_keypoint_pose,1360,1024,1014.9232177734375,933.7791748046875,0.0,125.68228912353516,1297.3395,1.605618,808.0,pending,storage/results/243c2dcb-a1d7-49a8-a8ca-beb20fb8f1f0_overlay.jpg
