analysis_id,original_filename,saved_filename,timestamp_utc,model_version,task,method,width,height,point_8_x,point_8_y,point_13_x,point_13_y,length_px,length_mm,pixels_per_mm,reviewer_status,overlay_path
20046ea4-a7f4-42b2-ae2c-681791c00957,TE14_zi134_18C_F_wing_4_250815_001.png,20046ea4-a7f4-42b2-ae2c-681791c00957.png,2026-04-21T10:14:39.411151+00:00,best.pt,wing_l3_straight,2_keypoint_pose,1360,1024,1153.626708984375,220.8317413330078,0.0,0.0,1174.5728,1.453679,808.0,pending,storage/results/20046ea4-a7f4-42b2-ae2c-681791c00957_overlay.jpg
