analysis_id,original_filename,saved_filename,timestamp_utc,model_version,task,method,width,height,point_8_x,point_8_y,point_13_x,point_13_y,length_px,length_mm,pixels_per_mm,reviewer_status,overlay_path
f61cf1eb-761b-4e69-8c0b-4ce5bfe539dd,TE14_zi134_18C_F_wing_MK_1_250912_001.png,f61cf1eb-761b-4e69-8c0b-4ce5bfe539dd.png,2026-04-21T09:28:23.693203+00:00,best.pt,wing_l3_straight,2_keypoint_pose,1360,1024,79.8463363647461,533.6097412109375,0.0,0.0,539.5505,0.667761,808.0,pending,storage/results/f61cf1eb-761b-4e69-8c0b-4ce5bfe539dd_overlay.jpg
